tipo_cultivo	ubicacion_geografica	tamano_finca	rendimiento_cultivo	uso_fertilizantes	precio_venta(€/kg)
Tomates	Ávila	84	89	no	50
Tomates	Albacete	89	67	no	29
Tomates	Álava	85	2	no	79
Tomates	Almería	77	31	no	47
Tomates	Zamora	11	66	no	3
Tomates	Almería	9	71	no	10
Tomates	Burgos	45	81	si	77
Tomates	Las Palmas	70	44	no	96
Tomates	Soria	50	60	si	68
Tomates	León	34	87	si	46
Tomates	Madrid	43	68	no	49
Tomates	Murcia	80	1	si	53
Tomates	Huelva	5	8	si	46
Tomates	Zamora	59	38	no	84
Tomates	Vizcaya	39	84	si	47
Tomates	Madrid	5	90	no	56
Tomates	Huesca	25	1	no	32
Tomates	Castellón	50	40	si	4
Tomates	Zamora	79	48	no	23
Tomates	Girona	25	72	no	45
Tomates	Jaén	77	77	no	93
Tomates	Jaén	27	5	si	63
Tomates	Málaga	30	72	si	63
Tomates	Ciudad	98	15	si	20
Tomates	Vizcaya	41	17	si	73
Tomates	Cáceres	49	60	si	33
Tomates	Huesca	81	40	no	79
Tomates	Melilla	9	54	no	96
Tomates	Ciudad	3	54	no	78
Tomates	Ourense	76	62	no	88
Tomates	Toledo	45	78	si	45
Tomates	Ourense	59	19	si	40
Tomates	Lleida	18	33	si	22
Tomates	Málaga	91	62	si	71
Tomates	Soria	92	54	si	35
Tomates	Santa Cruz de Tenerife	76	45	si	85
Tomates	Guipúzcoa	13	83	si	12
Tomates	Alicante	50	92	no	32
Tomates	Navarra	13	45	si	89
Tomates	Segovia	97	96	no	83
Tomates	Las Palmas	97	82	si	36
Tomates	Ávila	1	58	no	36
Tomates	Alicante	54	98	si	80
Tomates	Cantabria	78	1	si	12
Tomates	Málaga	83	51	no	90
Tomates	Badajoz	13	83	si	41
Tomates	Santa Cruz de Tenerife	23	23	si	91
Tomates	Melilla	79	78	si	56
Tomates	Málaga	92	43	no	66
Tomates	León	14	73	si	84
Tomates	Ávila	45	38	si	7
Tomates	Cádiz	13	32	no	67
Tomates	Valladolid	43	71	si	74
Tomates	Guadalajara	12	87	si	8
Tomates	Guadalajara	64	50	no	64
Tomates	Huelva	81	6	si	58
Tomates	Murcia	44	18	no	44
Tomates	León	53	79	si	46
Tomates	Zaragoza	60	31	no	75
Tomates	Soria	74	29	si	32
Tomates	Pontevedra	23	54	no	31
Tomates	Salamanca	86	79	si	1
Tomates	Zamora	82	8	si	20
Tomates	Zamora	91	62	si	25
Tomates	Burgos	82	6	si	22
Tomates	Castellón	9	20	si	26
Tomates	Vizcaya	82	95	no	89
Tomates	Teruel	60	67	no	35
Tomates	Vizcaya	57	91	si	63
Tomates	Asturias	25	60	si	42
Tomates	Baleares	88	51	si	50
Tomates	Granada	23	53	no	84
Tomates	Zamora	54	95	si	45
Tomates	Vizcaya	70	62	no	94
Tomates	Ourense	57	82	no	46
Tomates	Málaga	65	32	si	47
Tomates	Ciudad	40	33	no	56
Tomates	Girona	17	4	si	18
Tomates	Castellón	72	71	no	64
Tomates	Salamanca	85	71	no	6
Tomates	Tarragona	93	80	si	88
Tomates	Ourense	10	70	si	20
Tomates	Ourense	85	84	no	19
Tomates	Córdoba	79	74	no	38
Tomates	Burgos	88	33	si	71
Tomates	Castellón	32	87	si	66
Tomates	Cuenca	76	47	si	34
Tomates	Zaragoza	96	3	si	64
Tomates	Murcia	28	4	no	49
Tomates	León	72	48	no	91
Tomates	Cuenca	70	38	no	74
Tomates	Álava	94	1	no	92
Tomates	Jaén	46	77	no	62
Tomates	Navarra	20	21	si	51
Tomates	Badajoz	98	18	si	39
Tomates	Lleida	77	93	no	29
Tomates	Almería	67	19	si	77
Tomates	Guipúzcoa	85	73	si	62
Tomates	Santa Cruz de Tenerife	64	33	si	51
Tomates	Alicante	56	8	no	10
Tomates	Zaragoza	27	83	no	3
Tomates	León	65	94	no	87
Tomates	Málaga	5	17	si	29
Tomates	Valladolid	10	6	si	69
Tomates	Álava	70	42	si	47
Tomates	Castellón	61	71	si	75
Tomates	Zamora	96	97	no	40
Tomates	Ceuta	63	82	si	98
Tomates	Huelva	81	7	si	83
Tomates	Guadalajara	69	49	si	6
Tomates	Cádiz	71	10	si	63
Tomates	Almería	29	57	si	17
Tomates	Cáceres	58	31	no	13
Tomates	Soria	69	56	no	98
Tomates	Ciudad	9	35	no	62
Tomates	Sevilla	24	37	no	78
Tomates	Álava	28	29	si	60
Tomates	Ávila	51	42	si	64
Tomates	Teruel	47	58	no	7
Tomates	Ourense	87	35	si	23
Tomates	Córdoba	66	12	si	53
Tomates	Melilla	9	99	no	83
Tomates	Córdoba	55	58	no	53
Tomates	Teruel	54	33	si	20
Tomates	Zaragoza	91	3	no	24
Tomates	Toledo	89	68	no	5
Tomates	Soria	96	2	si	2
Tomates	Huesca	26	10	si	6
Tomates	Segovia	77	76	si	45
Tomates	La Rioja	14	89	no	89
Tomates	Las Palmas	78	1	no	23
Tomates	Guipúzcoa	1	1	no	27
Tomates	Teruel	51	78	no	73
Tomates	Cantabria	29	48	no	76
Tomates	Murcia	56	67	no	56
Tomates	Girona	63	78	si	95
Tomates	Álava	97	35	no	67
Tomates	Cantabria	84	92	si	49
Tomates	Soria	87	42	no	32
Tomates	Murcia	43	84	si	91
Tomates	Ceuta	57	53	no	94
Tomates	Girona	77	12	si	33
Tomates	Badajoz	31	69	no	30
Tomates	Madrid	53	99	si	46
Tomates	Ávila	20	16	si	50
Tomates	Jaén	23	41	no	4
Tomates	Granada	43	88	si	22
Tomates	Málaga	76	38	no	14
Tomates	Melilla	98	84	no	11
Tomates	Huesca	27	76	no	87
Tomates	Ávila	1	81	no	89
Tomates	Ciudad	10	84	no	87
Tomates	Ourense	33	56	si	33
Tomates	Tarragona	92	74	no	27
Tomates	Castellón	20	59	si	70
Tomates	Valencia	16	65	si	67
Tomates	León	27	23	no	95
Tomates	Pontevedra	1	90	no	56
Tomates	Alicante	25	72	si	64
Tomates	Valencia	30	59	no	2
Tomates	Baleares	34	28	no	25
Tomates	Badajoz	16	52	si	40
Tomates	Baleares	47	68	si	73
Tomates	Jaén	5	18	si	18
Tomates	León	48	28	si	89
Tomates	Ávila	84	88	no	42
Tomates	Segovia	41	73	si	88
Tomates	Cantabria	52	53	si	77
Tomates	Valencia	31	29	no	92
Tomates	Girona	53	7	si	51
Tomates	Cuenca	4	52	si	1
Tomates	Ourense	3	37	si	3
Tomates	Navarra	80	72	si	63
Tomates	Zamora	12	74	si	53
Tomates	Ciudad	31	1	si	13
Tomates	Vizcaya	84	27	no	48
Tomates	Teruel	45	94	si	56
Tomates	Jaén	76	62	no	42
Tomates	Álava	28	27	no	51
Tomates	Valencia	100	63	no	85
Tomates	La Rioja	42	25	si	54
Tomates	Cádiz	15	84	si	96
Tomates	La Coruña	87	41	no	24
Tomates	Vizcaya	76	32	no	14
Tomates	Vizcaya	76	72	si	96
Tomates	Álava	24	76	no	47
Tomates	Málaga	44	76	no	95
Tomates	Cádiz	45	11	si	47
Tomates	Cantabria	5	42	si	48
Tomates	Ourense	81	4	si	36
Tomates	León	36	38	si	69
Tomates	Pontevedra	18	76	si	9
Tomates	Pontevedra	8	17	no	89
Tomates	Asturias	18	97	si	99
Tomates	Barcelona	34	68	no	84
Tomates	Ciudad	90	69	si	38
Tomates	Huelva	26	49	no	42
Tomates	Álava	77	19	no	30
Tomates	Granada	18	32	no	20
Tomates	Badajoz	64	44	si	30
Tomates	Cáceres	6	36	si	4
Tomates	Granada	34	85	no	55
Tomates	Barcelona	84	86	si	77
Tomates	León	46	39	no	14
Tomates	Tarragona	55	15	no	14
Tomates	León	34	22	no	78
Tomates	Ourense	53	25	si	21
Tomates	Ceuta	25	47	no	38
Tomates	Madrid	65	77	si	44
Tomates	Girona	56	91	no	76
Tomates	Girona	55	3	si	93
Tomates	Ciudad	37	83	si	3
Tomates	Ávila	76	68	si	11
Tomates	Sevilla	13	75	no	86
Tomates	Baleares	58	12	si	35
Tomates	Huelva	64	31	si	38
Tomates	Cantabria	100	20	si	84
Tomates	Castellón	64	24	si	42
Tomates	Soria	2	20	no	81
Tomates	Santa Cruz de Tenerife	57	66	si	55
Tomates	León	83	69	si	88
Tomates	Badajoz	55	36	si	83
Tomates	Huelva	25	12	si	9
Tomates	Las Palmas	16	44	no	15
Tomates	Guipúzcoa	39	68	si	70
Tomates	Guipúzcoa	53	81	si	89
Tomates	Alicante	44	40	si	32
Tomates	León	1	67	no	69
Tomates	Salamanca	82	2	si	24
Tomates	Albacete	17	58	no	57
Tomates	Zamora	41	94	no	62
Tomates	Cuenca	9	55	si	100
Tomates	Ávila	45	11	no	89
Tomates	Teruel	54	25	no	64
Tomates	Guadalajara	65	18	no	38
Tomates	Barcelona	8	22	no	42
Tomates	Pontevedra	33	52	si	26
Tomates	Lugo	82	42	si	4
Tomates	Burgos	97	35	si	94
Tomates	Sevilla	16	54	no	57
Tomates	Sevilla	53	12	si	28
Tomates	Álava	30	75	si	24
Tomates	Cáceres	26	55	si	23
Tomates	Alicante	78	90	si	36
Tomates	Cuenca	99	77	no	26
Tomates	Ávila	3	39	si	69
Tomates	Sevilla	42	90	si	69
Tomates	Ceuta	79	70	si	58
Tomates	Lugo	71	74	no	73
Tomates	Ciudad	100	100	si	70
Tomates	Pontevedra	83	5	si	55
Tomates	Lugo	27	4	no	1
Tomates	Soria	76	27	no	75
Tomates	Ourense	14	36	no	17
Tomates	Cantabria	89	4	si	56
Tomates	Tarragona	48	87	si	86
Tomates	La Coruña	59	51	si	50
Tomates	Almería	35	30	si	49
Tomates	Guadalajara	98	29	si	47
Tomates	La Rioja	4	31	si	48
Tomates	Madrid	95	70	si	92
Tomates	Lugo	67	47	no	84
Tomates	Cáceres	68	23	no	27
Tomates	Barcelona	55	39	si	60
Tomates	Cantabria	63	10	si	50
Tomates	Ceuta	53	98	no	39
Tomates	Melilla	16	10	no	55
Tomates	Cantabria	18	45	si	3
Tomates	Tarragona	89	30	no	11
Tomates	Sevilla	29	65	no	7
Tomates	Álava	99	10	no	77
Tomates	Jaén	68	72	si	93
Tomates	Zamora	98	15	si	9
Tomates	Toledo	79	75	si	52
Tomates	Palencia	91	50	si	63
Tomates	Huesca	61	92	si	33
Tomates	Girona	37	32	si	85
Tomates	Ceuta	72	13	si	82
Tomates	León	54	15	si	66
Tomates	Cáceres	13	24	no	71
Tomates	León	62	26	si	9
Tomates	Barcelona	99	98	si	55
Tomates	Girona	68	72	no	71
Tomates	La Coruña	91	33	no	49
Tomates	Valencia	76	13	no	9
Tomates	Guipúzcoa	47	9	no	90
Tomates	Toledo	52	24	no	66
Tomates	Palencia	8	67	no	67
Tomates	Lugo	25	56	si	91
Tomates	Girona	75	36	si	94
Tomates	Valencia	21	89	no	11
Tomates	Almería	22	23	no	44
Tomates	Álava	10	19	no	92
Tomates	Las Palmas	4	47	si	74
Tomates	Segovia	77	44	si	59
Tomates	Vizcaya	95	90	no	17
Tomates	Jaén	62	72	no	94
Tomates	Castellón	55	41	si	63
Tomates	Burgos	78	38	no	28
Tomates	Cantabria	17	94	no	6
Tomates	Soria	44	95	no	43
Tomates	Badajoz	1	99	si	48
Tomates	La Rioja	88	75	si	50
Tomates	Ourense	90	9	si	84
Tomates	Palencia	3	51	no	91
Tomates	La Coruña	24	47	no	78
Tomates	Zaragoza	95	72	no	43
Tomates	Guipúzcoa	13	80	si	57
Tomates	Cantabria	13	58	si	1
Tomates	Huelva	95	8	no	31
Tomates	Ávila	69	95	no	62
Tomates	Ourense	75	42	si	6
Tomates	Baleares	14	54	no	49
Tomates	Cuenca	78	74	si	31
Tomates	Cantabria	86	85	si	96
Tomates	Sevilla	1	98	si	1
Tomates	Cádiz	83	47	no	64
Tomates	Vizcaya	52	21	no	24
Tomates	Lleida	21	9	no	4
Tomates	Jaén	80	11	si	99
Tomates	Palencia	11	15	si	85
Tomates	Cáceres	94	73	si	16
Tomates	Las Palmas	48	44	si	48
Tomates	Madrid	79	14	si	25
Tomates	Cádiz	59	2	no	54
Tomates	Pontevedra	81	3	si	90
Tomates	Baleares	16	65	si	91
Tomates	Pontevedra	4	15	si	6
Tomates	Cantabria	47	15	no	17
Tomates	Ceuta	76	7	no	13
Tomates	Sevilla	88	76	no	62
Tomates	Málaga	23	63	no	18
Tomates	Tarragona	22	89	no	45
Tomates	Ciudad	35	75	no	37
Tomates	Salamanca	3	94	no	38
Tomates	Soria	34	25	si	63
Tomates	Toledo	97	61	si	13
Tomates	Toledo	32	78	si	50
Tomates	Segovia	100	50	si	23
Tomates	Badajoz	37	22	si	74
Tomates	La Rioja	50	54	si	72
Tomates	Toledo	12	55	no	40
Tomates	La Rioja	97	53	no	52
Tomates	La Coruña	32	5	si	37
Tomates	Melilla	7	41	no	42
Tomates	Asturias	79	74	si	5
Tomates	La Coruña	32	1	no	30
Tomates	Badajoz	94	50	no	36
Tomates	Vizcaya	90	2	si	37
Tomates	Asturias	92	66	no	20
Tomates	Castellón	31	37	si	11
Tomates	Lleida	9	3	no	97
Tomates	Valladolid	46	55	no	84
Tomates	Vizcaya	60	18	si	98
Tomates	Las Palmas	28	98	si	36
Tomates	Pontevedra	39	60	no	91
Tomates	Jaén	32	14	no	7
Tomates	Guadalajara	43	40	si	17
Tomates	Ciudad	81	90	si	38
Tomates	Ceuta	23	56	no	88
Tomates	Segovia	16	61	si	85
Tomates	Segovia	61	95	si	14
Tomates	Lugo	90	53	no	28
Tomates	Granada	22	11	si	59
Tomates	Girona	90	21	si	50
Tomates	Ceuta	90	15	no	20
Tomates	Cáceres	63	48	si	3
Tomates	Albacete	53	35	no	42
Tomates	Castellón	46	95	si	45
Tomates	Zaragoza	32	65	no	97
Tomates	Pontevedra	84	9	si	80
Tomates	Alicante	50	4	no	53
Tomates	Huelva	28	85	no	100
Tomates	Alicante	9	25	si	72
Tomates	Palencia	57	30	si	51
Tomates	Baleares	35	35	no	9
Tomates	Huesca	79	13	si	19
Tomates	Zamora	29	57	si	27
Tomates	Cantabria	80	26	si	35
Tomates	Córdoba	70	70	si	33
Tomates	Salamanca	79	18	no	32
Tomates	Segovia	43	10	no	52
Tomates	Lleida	5	5	no	92
Tomates	Ceuta	80	70	si	90
Tomates	Álava	83	31	no	28
Tomates	Santa Cruz de Tenerife	95	46	no	11
Tomates	Zamora	64	32	si	26
Tomates	Barcelona	39	86	si	75
Tomates	Sevilla	43	6	no	18
Tomates	Málaga	41	100	no	68
Tomates	Ourense	79	75	no	10
Tomates	Lugo	46	96	si	97
Tomates	Badajoz	66	49	si	74
Tomates	Las Palmas	59	44	no	51
Tomates	Vizcaya	94	11	no	71
Tomates	Valencia	25	25	si	20
Tomates	Santa Cruz de Tenerife	63	88	no	99
Tomates	Córdoba	39	97	si	57
Tomates	Huelva	77	32	no	3
Tomates	Castellón	10	45	no	22
Tomates	Ávila	50	74	no	34
Tomates	Zaragoza	24	50	si	73
Tomates	Zamora	13	6	no	3
Tomates	Málaga	29	91	no	95
Tomates	Huelva	56	71	no	42
Tomates	Asturias	36	40	si	1
Tomates	Valladolid	44	37	no	18
Tomates	Baleares	96	66	si	20
Tomates	La Rioja	51	6	no	85
Tomates	Jaén	14	23	si	72
Tomates	La Coruña	79	83	si	92
Tomates	Huesca	79	54	no	34
Tomates	Segovia	73	3	no	5
Tomates	Palencia	59	89	no	92
Tomates	Barcelona	15	96	si	97
Tomates	Barcelona	34	73	no	95
Tomates	Cuenca	40	27	si	65
Tomates	Segovia	100	31	si	94
Tomates	Granada	77	63	no	71
Tomates	La Rioja	46	16	si	95
Tomates	Huelva	13	86	si	28
Tomates	Toledo	56	77	no	5
Tomates	Álava	94	48	si	59
Tomates	Cantabria	43	60	no	64
Tomates	Córdoba	47	16	no	42
Tomates	Valladolid	80	26	si	78
Tomates	Cantabria	44	34	si	29
Tomates	La Rioja	56	44	si	64
Tomates	Asturias	82	67	no	89
Tomates	Valencia	45	42	no	11
Tomates	Murcia	12	65	no	30
Tomates	Cáceres	18	31	si	13
Tomates	Girona	33	5	si	53
Tomates	Salamanca	79	42	si	9
Tomates	Toledo	10	69	si	85
Tomates	Sevilla	62	79	si	24
Tomates	Las Palmas	37	77	no	56
Tomates	Ávila	18	37	si	15
Tomates	León	92	37	no	81
Tomates	Navarra	31	33	si	61
Tomates	Las Palmas	14	91	si	30
Tomates	Madrid	61	69	no	45
Tomates	Vizcaya	41	83	no	29
Tomates	Valladolid	69	79	no	12
Tomates	León	41	18	no	59
Tomates	Segovia	17	61	si	9
Tomates	Cuenca	60	7	no	65
Tomates	Alicante	66	37	no	73
Tomates	Ourense	18	33	si	94
Tomates	León	57	77	no	39
Tomates	Madrid	16	17	si	15
Tomates	Zaragoza	32	53	si	26
Tomates	Teruel	26	10	si	37
Tomates	Salamanca	95	52	si	95
Tomates	Segovia	16	79	no	75
Tomates	Zaragoza	40	73	si	13
Tomates	Soria	75	64	no	79
Tomates	Almería	6	25	si	69
Tomates	Burgos	47	44	si	4
Tomates	Cuenca	19	14	si	46
Tomates	Zaragoza	4	2	si	36
Tomates	Las Palmas	74	62	no	19
Tomates	Badajoz	79	66	si	27
Tomates	Barcelona	74	87	no	19
Tomates	Girona	95	79	si	25
Tomates	Teruel	23	49	no	39
Tomates	Alicante	20	18	si	88
Tomates	Albacete	75	59	si	55
Tomates	Teruel	72	82	si	48
Tomates	Ciudad	16	13	no	17
Tomates	Navarra	56	59	no	72
Tomates	Pontevedra	43	52	no	25
Tomates	Huelva	70	53	no	27
Tomates	Zaragoza	84	48	no	51
Tomates	Burgos	51	29	si	26
Tomates	Zamora	2	8	no	71
Tomates	Badajoz	94	44	si	82
Tomates	Salamanca	27	25	si	12
Tomates	Santa Cruz de Tenerife	69	3	si	8
Tomates	Granada	51	92	si	56
Tomates	Lleida	6	23	no	80
Tomates	Córdoba	31	4	no	58
Tomates	Baleares	8	76	no	13
Tomates	Madrid	50	50	no	35
Tomates	Cantabria	73	2	no	18
Tomates	Cuenca	84	39	no	92
Tomates	Jaén	66	95	si	76
Tomates	Soria	48	61	no	29
Tomates	León	70	22	si	21
Tomates	Toledo	44	4	no	62
Tomates	Vizcaya	10	82	si	75
Tomates	Zaragoza	54	83	si	64
Tomates	Segovia	52	21	si	78
Tomates	Zamora	51	8	si	22
Tomates	Granada	38	71	no	16
Tomates	Albacete	26	78	no	8
Tomates	Valladolid	68	74	no	77
Tomates	Teruel	67	42	no	65
Tomates	Guipúzcoa	88	35	no	57
Tomates	Soria	56	5	no	47
Tomates	Badajoz	84	83	si	17
Tomates	Navarra	94	58	no	99
Tomates	Murcia	23	5	si	91
Tomates	Teruel	44	11	no	18
Tomates	Vizcaya	65	12	si	9
Tomates	Asturias	35	51	si	65
Tomates	Guadalajara	16	86	si	75
Tomates	Burgos	2	17	si	24
Tomates	Cádiz	28	74	si	77
Tomates	Guadalajara	42	53	si	97
Tomates	Melilla	38	19	no	86
Tomates	Baleares	23	34	si	96
Tomates	León	40	31	si	58
Tomates	Toledo	81	2	no	25
Tomates	Pontevedra	32	45	si	24
Tomates	Ávila	44	22	si	13
Tomates	Teruel	83	72	si	74
Tomates	La Coruña	32	71	no	86
Tomates	Ávila	79	66	no	70
Tomates	Pontevedra	55	76	no	30
Tomates	Alicante	9	95	si	4
Tomates	Pontevedra	85	45	si	86
Tomates	Baleares	87	10	si	85
Tomates	Ceuta	69	6	no	98
Tomates	Zaragoza	26	26	no	32
Tomates	Valencia	28	91	si	25
Tomates	Castellón	11	31	si	60
Tomates	Sevilla	95	69	no	59
Tomates	Burgos	24	22	no	34
Tomates	Murcia	39	30	si	24
Tomates	Almería	58	22	no	85
Tomates	Baleares	43	48	no	25
Tomates	Cuenca	25	21	no	10
Tomates	Ourense	60	88	no	5
Tomates	Huelva	4	36	si	26
Tomates	Ciudad	20	50	no	16
Tomates	Pontevedra	49	39	no	82
Tomates	Las Palmas	94	63	si	91
Tomates	Lugo	8	13	no	93
Tomates	Baleares	56	10	no	20
Tomates	Cádiz	82	7	si	65
Tomates	Ávila	80	53	si	22
Tomates	Cuenca	46	56	si	37
Tomates	Vizcaya	68	73	no	12
Tomates	Cádiz	26	68	no	38
Tomates	Soria	79	53	si	37
Tomates	Valencia	77	61	si	80
Tomates	Málaga	3	11	no	8
Tomates	Tarragona	93	42	si	3
Tomates	Tarragona	88	51	no	29
Tomates	Teruel	79	48	si	54
Tomates	Huesca	47	10	no	21
Tomates	Segovia	47	78	si	88
Tomates	Alicante	14	92	si	19
Tomates	Cáceres	28	15	no	90
Tomates	Cantabria	51	24	si	49
Tomates	Pontevedra	81	4	si	61
Tomates	Ourense	74	89	no	3
Tomates	Córdoba	61	99	no	68
Tomates	Huelva	79	54	si	12
Tomates	Las Palmas	82	48	si	8
Tomates	León	50	98	no	66
Tomates	Salamanca	39	83	si	100
Tomates	Sevilla	93	5	si	100
Tomates	Girona	6	42	no	55
Tomates	Alicante	21	56	si	80
Tomates	Murcia	61	73	no	67
Tomates	Burgos	1	63	si	31
Tomates	Tarragona	96	41	si	64
Tomates	Tarragona	78	25	si	27
Tomates	Castellón	17	70	si	34
Tomates	Lugo	56	77	no	66
Tomates	Zaragoza	3	65	no	36
Tomates	Granada	91	51	si	67
Tomates	Ávila	22	32	si	20
Tomates	Melilla	49	30	no	100
Tomates	Guadalajara	46	32	no	38
Tomates	Cáceres	4	9	no	58
Tomates	Ciudad	44	73	si	20
Tomates	Cádiz	47	83	si	52
Tomates	Ciudad	64	6	no	85
Tomates	Guipúzcoa	91	65	si	97
Tomates	Soria	13	35	si	97
Tomates	Girona	58	97	no	27
Tomates	Huesca	51	71	no	13
Tomates	Las Palmas	86	12	si	19
Tomates	Santa Cruz de Tenerife	28	3	no	10
Tomates	Girona	35	94	si	5
Tomates	Jaén	32	9	si	50
Tomates	Albacete	4	96	no	34
Tomates	Asturias	74	14	no	13
Tomates	Las Palmas	42	27	no	43
Tomates	Las Palmas	1	55	si	7
Tomates	Ceuta	37	81	si	3
Tomates	Baleares	88	29	no	80
Tomates	Granada	72	48	no	51
Tomates	Teruel	2	96	si	10
Tomates	Palencia	37	56	si	58
Tomates	La Coruña	39	80	no	3
Tomates	Zaragoza	92	47	si	43
Tomates	Lleida	46	58	no	24
Tomates	Vizcaya	45	38	si	25
Tomates	Cádiz	54	3	si	61
Tomates	Ciudad	69	31	no	61
Tomates	Barcelona	89	53	si	67
Tomates	Murcia	47	33	no	21
Tomates	Guipúzcoa	32	93	si	57
Tomates	Segovia	13	81	no	6
Tomates	La Coruña	94	14	si	82
Tomates	La Rioja	71	55	si	55
Tomates	Cádiz	51	10	no	42
Tomates	Burgos	41	29	no	65
Tomates	Cantabria	13	25	no	1
Tomates	Teruel	49	54	no	66
Tomates	Las Palmas	17	58	no	35
Tomates	Soria	74	71	si	84
Tomates	Asturias	49	24	no	23
Tomates	Granada	95	85	no	20
Tomates	Santa Cruz de Tenerife	7	21	si	15
Tomates	Girona	45	60	si	66
Tomates	León	74	27	no	52
Tomates	Barcelona	77	67	no	14
Tomates	Ceuta	63	56	no	4
Tomates	Cáceres	53	92	no	23
Tomates	Murcia	65	87	no	57
Tomates	Salamanca	39	90	si	38
Tomates	Jaén	4	37	si	76
Tomates	Ceuta	8	92	no	100
Tomates	Palencia	76	73	no	6
Tomates	Ceuta	31	87	no	41
Tomates	Alicante	32	79	no	9
Tomates	Pontevedra	41	24	no	41
Tomates	Córdoba	83	39	no	96
Tomates	Murcia	42	4	no	84
Tomates	Lleida	13	58	no	7
Tomates	Barcelona	53	23	si	1
Tomates	La Coruña	97	53	si	45
Tomates	Burgos	62	8	si	81
Tomates	Palencia	36	24	no	93
Tomates	Alicante	84	60	no	12
Tomates	Melilla	75	45	si	43
Tomates	Vizcaya	60	48	si	52
Tomates	Burgos	8	100	no	41
Tomates	Toledo	92	85	no	82
Tomates	Burgos	14	20	no	15
Tomates	Palencia	29	2	no	4
Tomates	Málaga	91	69	no	97
Tomates	Alicante	70	55	no	47
Tomates	Badajoz	93	13	si	45
Tomates	La Rioja	15	56	si	72
Tomates	Zaragoza	39	88	si	68
Tomates	Burgos	53	30	no	23
Tomates	Melilla	89	39	si	100
Tomates	Las Palmas	15	30	si	45
Tomates	Burgos	31	64	no	99
Tomates	Girona	58	37	no	3
Tomates	Ávila	63	35	no	56
Tomates	Soria	47	31	si	52
Tomates	Las Palmas	45	77	no	8
Tomates	León	83	24	no	32
Tomates	Zaragoza	42	87	no	81
Tomates	Córdoba	34	61	no	80
Tomates	La Rioja	14	94	si	3
Tomates	Ceuta	28	80	si	23
Tomates	Madrid	67	44	no	78
Tomates	Huelva	48	61	no	39
Tomates	Alicante	54	4	si	65
Tomates	Castellón	71	85	si	53
Tomates	Burgos	51	87	no	20
Tomates	Cantabria	20	77	si	52
Tomates	Valladolid	14	36	no	53
Tomates	Ciudad	21	19	si	48
Tomates	Granada	95	33	si	2
Tomates	Baleares	5	88	si	28
Tomates	Ceuta	52	11	no	80
Tomates	La Rioja	99	5	si	22
Tomates	Álava	19	44	no	88
Tomates	Guipúzcoa	88	89	no	95
Tomates	Segovia	92	43	si	71
Tomates	Ciudad	50	22	si	51
Tomates	Almería	99	73	no	33
Tomates	Ciudad	88	7	no	53
Tomates	Almería	50	28	no	54
Tomates	Madrid	29	17	si	100
Tomates	Valencia	9	46	si	94
Tomates	Ávila	72	24	no	19
Tomates	Ciudad	27	87	si	42
Tomates	Teruel	10	33	no	15
Tomates	Baleares	51	32	no	67
Tomates	Cuenca	61	55	si	92
Tomates	Ourense	86	57	no	1
Tomates	Huesca	72	79	no	99
Tomates	Ceuta	3	33	si	80
Tomates	Cádiz	26	46	no	5
Tomates	Tarragona	94	59	si	2
Tomates	Valladolid	70	2	si	17
Tomates	Huelva	85	22	si	16
Tomates	Baleares	71	17	no	88
Tomates	Alicante	100	83	si	39
Tomates	Lugo	8	98	si	55
Tomates	Toledo	53	98	si	11
Tomates	Melilla	28	64	si	70
Tomates	Badajoz	57	19	si	75
Tomates	Cantabria	33	91	no	29
Tomates	Palencia	95	42	no	20
Tomates	Jaén	98	2	no	30
Tomates	Alicante	85	51	si	74
Tomates	Málaga	44	87	no	48
Tomates	Castellón	97	6	si	27
Tomates	Vizcaya	41	86	si	71
Tomates	Guipúzcoa	43	21	si	97
Tomates	Salamanca	43	28	no	100
Tomates	Las Palmas	97	47	no	99
Tomates	Álava	2	6	no	75
Tomates	Tarragona	84	66	si	31
Tomates	Tarragona	38	27	si	79
Tomates	Lugo	60	34	no	34
Tomates	Las Palmas	55	45	si	68
Tomates	Córdoba	34	12	no	80
Tomates	Huelva	94	69	no	72
Tomates	Ourense	32	9	no	95
Tomates	Zamora	40	64	si	22
Tomates	Girona	87	43	no	99
Tomates	Ceuta	76	52	si	30
Tomates	Toledo	1	9	si	11
Tomates	Madrid	90	97	no	90
Tomates	Pontevedra	17	54	si	11
Tomates	Córdoba	80	76	no	86
Tomates	Ávila	73	15	no	13
Tomates	Burgos	70	26	no	32
Tomates	Vizcaya	73	14	no	75
Tomates	Salamanca	79	27	si	78
Tomates	Palencia	54	12	no	68
Tomates	Zaragoza	51	4	si	17
Tomates	Valencia	92	3	no	64
Tomates	Valladolid	71	41	si	99
Tomates	Ávila	79	87	no	73
Tomates	Palencia	98	43	no	16
Tomates	Huesca	3	21	si	100
Tomates	Zaragoza	34	73	no	16
Tomates	Badajoz	91	60	no	63
Tomates	Álava	70	32	no	44
Tomates	Guipúzcoa	52	16	si	22
Tomates	Palencia	9	53	no	4
Tomates	Álava	24	69	si	86
Tomates	Ourense	41	57	no	100
Tomates	Ceuta	74	53	no	38
Tomates	Navarra	60	67	si	56
Tomates	Sevilla	34	94	no	84
Tomates	Cantabria	96	14	si	60
Tomates	Alicante	99	29	si	99
Tomates	Navarra	28	54	si	2
Tomates	La Coruña	61	22	no	81
