tipo_cultivo,ubicacion_geografica,tamano_finca,rendimiento_cultivo,uso_fertilizantes,precio_venta (€/kg)
Tomates,"Paseo Berto Velasco 96
Girona, 18778",26,516,No,3
Tomates,"Acceso de Guadalupe Campillo 31 Piso 8 
Vizcaya, 10118",47,458,Sí,1
Tomates,"Cañada Francisco Jose Mendoza 109
Málaga, 35739",86,265,No,6
Tomates,"Alameda Federico Niño 8 Apt. 80 
Zaragoza, 32791",21,557,No,8
Tomates,"Urbanización de Manolo Calvo 351
Burgos, 41394",56,659,No,8
Tomates,"Via de Ruben Yáñez 25 Puerta 9 
Teruel, 09311",61,957,No,3
Tomates,"Camino Visitación Jaume 8
Cuenca, 38566",94,414,No,5
Tomates,"Plaza Chucho Antón 9 Piso 8 
Castellón, 25230",80,375,Sí,4
Tomates,"Glorieta de Tamara Oller 72 Puerta 0 
Barcelona, 38924",57,454,No,4
Tomates,"Camino de Julián Villena 900
Ceuta, 05963",75,338,Sí,5
Tomates,"Vial Guadalupe Alba 4
Pontevedra, 16675",13,222,No,5
Tomates,"Vial Maite Luna 38
Segovia, 27104",68,246,No,7
Tomates,"Urbanización Luís Téllez 2 Apt. 42 
Lleida, 22978",90,570,No,6
Tomates,"Pasaje de Régulo Porcel 1
Cáceres, 03387",38,877,Sí,7
Tomates,"Cuesta de Gema Carrillo 457
Cuenca, 06502",51,308,No,6
Tomates,"Plaza Celestina Grau 2 Apt. 50 
Ourense, 33601",99,731,Sí,4
Tomates,"Rambla Nilo Ortuño 37
Álava, 13432",34,365,Sí,8
Tomates,"Pasadizo Máximo Peñalver 21 Puerta 8 
Palencia, 10216",33,317,Sí,8
Tomates,"Glorieta Cristóbal Chaparro 75 Puerta 4 
Badajoz, 03627",67,479,Sí,8
Tomates,"Avenida Julio César Andres 257
Córdoba, 22799",18,737,No,8
Tomates,"Urbanización Jordi Gascón 70 Apt. 12 
Cádiz, 27860",53,662,Sí,7
Tomates,"Cuesta Daniela Rozas 50 Puerta 7 
Lleida, 39314",70,222,No,3
Tomates,"Camino de Carina Valera 9
Córdoba, 29437",57,116,Sí,7
Tomates,"Camino Nieves Chaparro 3
Asturias, 18252",83,266,No,1
Tomates,"Pasadizo Toño Sedano 9
Soria, 43924",70,833,Sí,3
Tomates,"Glorieta de Marisol Salas 71 Apt. 69 
Salamanca, 44136",35,165,Sí,4
Tomates,"Via Amado Leal 62 Puerta 4 
Las Palmas, 13512",27,347,No,7
Tomates,"Plaza Juan Luis Guillén 7
Melilla, 21916",4,512,No,6
Tomates,"Plaza de Odalis Borrás 43 Puerta 8 
Almería, 36026",69,854,No,8
Tomates,"Glorieta de Loreto Escamilla 2
Zamora, 08685",82,567,Sí,5
Tomates,"Via Galo Prieto 2
Las Palmas, 31515",14,334,Sí,1
Tomates,"Pasaje Agustina Linares 57
Pontevedra, 38202",71,233,Sí,2
Tomates,"Avenida de Leocadio Morell 96 Piso 8 
Tarragona, 04806",70,557,Sí,7
Tomates,"Vial Isabela Tolosa 3 Puerta 9 
Córdoba, 32540",87,411,No,7
Tomates,"Via de Gaspar Quintana 851
Lugo, 42755",93,191,No,8
Tomates,"Avenida de Samu Sanjuan 90 Piso 7 
Las Palmas, 45628",37,653,Sí,5
Tomates,"Urbanización Valentín Barroso 2 Apt. 24 
La Coruña, 30758",32,467,Sí,8
Tomates,"Calle Rolando Cantero 84
Teruel, 48707",10,250,No,8
Tomates,"Pasadizo Gonzalo Royo 24
Zaragoza, 14635",41,608,Sí,4
Tomates,"Urbanización Javi Araujo 15
Albacete, 39911",82,287,No,7
Tomates,"Avenida Carina Vidal 68 Piso 7 
Ceuta, 09995",17,983,Sí,1
Tomates,"Cuesta de Josep Piñol 38 Piso 3 
Ávila, 47796",45,672,Sí,8
Tomates,"Pasadizo de Cornelio Berenguer 55 Piso 2 
Lugo, 11457",44,525,No,3
Tomates,"Paseo Fabricio Morales 86 Puerta 8 
Cáceres, 37771",86,262,No,4
Tomates,"Via de Paola Porta 38 Puerta 8 
La Rioja, 17460",68,465,No,5
Tomates,"Acceso Lupe Alberdi 2 Puerta 7 
Pontevedra, 15516",27,929,No,1
Tomates,"Vial de Sandalio Durán 9 Piso 6 
Valencia, 12340",43,533,No,2
Tomates,"Paseo de Rita Alarcón 92 Puerta 4 
Palencia, 50051",88,997,No,8
Tomates,"Alameda de Cipriano Paz 6 Piso 4 
Las Palmas, 35894",27,860,Sí,4
Tomates,"Alameda de Amancio Pulido 99
La Coruña, 39098",45,228,No,3
Tomates,"Alameda Blas Miranda 637 Puerta 4 
Ciudad, 01215",31,331,No,8
Tomates,"Camino de Amador Miralles 550 Puerta 1 
Guipúzcoa, 36441",91,283,No,6
Tomates,"Urbanización de Nico Canet 69
Segovia, 36311",12,795,No,2
Tomates,"Calle Goyo Pascual 80
Lugo, 50142",34,448,No,4
Tomates,"Cañada de Lisandro Font 98
Melilla, 18304",88,904,No,3
Tomates,"Calle de Abel Bello 58
Ávila, 37958",65,399,Sí,4
Tomates,"Via Demetrio Larrañaga 4
La Rioja, 43298",74,227,Sí,1
Tomates,"Urbanización de Dominga Manrique 2 Piso 7 
Madrid, 35325",33,654,Sí,1
Tomates,"Paseo de Toribio Alemán 89
Castellón, 39413",87,701,No,8
Tomates,"Callejón de Evita Seco 121
Cáceres, 42948",60,317,No,3
Tomates,"Paseo de Débora Miró 535 Piso 6 
La Rioja, 36227",7,246,Sí,2
Tomates,"Camino Rolando Canet 42
Burgos, 33790",79,839,No,4
Tomates,"Alameda Aníbal Gascón 45
Badajoz, 38761",45,876,Sí,2
Tomates,"Cuesta Adriana Velasco 58 Apt. 94 
Barcelona, 29744",1,877,No,6
Tomates,"Camino de Caridad Guzman 6
Álava, 40197",59,340,No,8
Tomates,"Paseo Manolo Díaz 3 Piso 2 
Ávila, 43919",90,917,No,4
Tomates,"Paseo Ariadna Sebastián 4 Piso 4 
Ciudad, 22331",7,831,Sí,7
Tomates,"Acceso de Román Rojas 41
Huelva, 47667",29,241,Sí,1
Tomates,"C. Paulino Mateu 6
Baleares, 51249",28,445,Sí,1
Tomates,"Avenida de Amado Vilaplana 98 Apt. 27 
Vizcaya, 49830",24,450,No,5
Tomates,"Glorieta Roberta Benitez 54
Córdoba, 49067",27,271,Sí,7
Tomates,"Camino Angelita Rueda 54
Cuenca, 03956",15,482,Sí,8
Tomates,"Acceso de Sofía Castillo 731
Teruel, 22123",55,795,No,8
Tomates,"Via Feliciana Marti 15
Sevilla, 34680",13,122,Sí,1
Tomates,"Glorieta de Fabián Blanch 10
Jaén, 44578",3,181,Sí,7
Tomates,"Ronda de Abraham Crespi 7 Puerta 4 
Melilla, 28606",40,226,No,4
Tomates,"Alameda de Amada Bertrán 703 Puerta 3 
Melilla, 19398",13,144,Sí,1
Tomates,"Plaza Benjamín Bosch 99
Guadalajara, 37323",51,187,No,1
Tomates,"Calle Ismael Izquierdo 81
La Coruña, 38712",96,752,No,7
Tomates,"Urbanización Luisina Amaya 9 Piso 9 
Valladolid, 02520",55,532,No,4
Tomates,"Pasaje de Milagros Ávila 36
Lugo, 47361",76,550,No,4
Tomates,"Glorieta Geraldo Valverde 129 Piso 6 
Pontevedra, 06179",22,689,No,6
Tomates,"Plaza Plácido Galván 15
Huesca, 17396",24,916,Sí,8
Tomates,"Rambla Feliciana Juliá 4
Salamanca, 51760",35,948,No,4
Tomates,"Plaza de Lino Lillo 58 Puerta 1 
Badajoz, 07306",18,748,Sí,1
Tomates,"Via Abilio Reina 13 Puerta 5 
Santa Cruz de Tenerife, 29023",79,801,No,4
Tomates,"Urbanización María Belén Pi 94
La Coruña, 38872",93,587,No,4
Tomates,"Urbanización Rafaela Solana 68
Pontevedra, 43892",19,833,No,3
Tomates,"Vial Anabel Aznar 55 Piso 9 
Lugo, 17496",45,575,No,4
Tomates,"Pasaje Fortunata Roda 34 Apt. 31 
Guadalajara, 48786",15,935,Sí,5
Tomates,"Camino Albert Zapata 78 Piso 6 
Huelva, 47364",38,721,Sí,4
Tomates,"Alameda de Aristides Bernat 671
Pontevedra, 09101",69,834,Sí,3
Tomates,"Ronda Constanza Franch 3 Piso 4 
León, 40050",74,354,No,5
Tomates,"Glorieta de Morena Bustos 5
Alicante, 01104",72,937,No,2
Tomates,"Plaza de Santos Fiol 49
Granada, 04810",26,686,No,8
Tomates,"C. de Virginia Bosch 89 Puerta 1 
Badajoz, 33698",82,971,No,2
Tomates,"Pasadizo de Ciriaco Martorell 79 Apt. 37 
Soria, 37756",6,407,Sí,6
Tomates,"Cañada Alondra Peral 19
Badajoz, 04170",64,741,No,6
Tomates,"Ronda de Saturnina Carreras 91
Madrid, 06426",78,783,Sí,3
Tomates,"Via Quirino Lucena 36 Piso 0 
Jaén, 51336",93,993,No,7
Tomates,"Callejón de Maximiano Batlle 36 Piso 9 
Las Palmas, 39573",7,224,Sí,5
Tomates,"Cuesta de Porfirio Serrano 409 Puerta 6 
Murcia, 20973",40,875,Sí,2
Tomates,"Plaza de Julieta Castilla 35 Puerta 3 
Ourense, 38304",52,180,Sí,1
Tomates,"Pasadizo de Dominga Tello 84 Puerta 8 
Salamanca, 11014",76,562,Sí,1
Tomates,"Alameda Genoveva Badía 9
Huelva, 37655",6,555,Sí,3
Tomates,"Plaza de Ángel Borrego 45
Segovia, 34271",30,101,No,5
Tomates,"Cuesta de Paulina Benavente 18 Apt. 25 
Guipúzcoa, 33293",78,693,No,4
Tomates,"Pasaje de Aurora Saldaña 37 Puerta 2 
Huelva, 50764",63,303,No,4
Tomates,"Rambla de Eric Larrea 99 Apt. 16 
Lleida, 36837",10,183,Sí,1
Tomates,"Callejón de Rafaela Huertas 6 Puerta 6 
Madrid, 31651",47,294,No,1
Tomates,"Pasaje de Francisco Jose Benitez 57
Almería, 43076",37,481,Sí,2
Tomates,"Rambla Luna Cañas 9
Jaén, 30221",18,147,No,3
Tomates,"Plaza Ovidio Bravo 6 Piso 4 
Girona, 41572",93,202,No,2
Tomates,"Camino Anastasio Múñiz 79
Teruel, 47652",64,659,Sí,7
Tomates,"Avenida de Telmo Melero 39 Puerta 3 
La Rioja, 02324",67,222,No,1
Tomates,"Plaza Genoveva Cortes 35
Ourense, 13499",7,716,Sí,1
Tomates,"Pasaje Pancho Pineda 284 Piso 1 
León, 13165",89,420,Sí,2
Tomates,"Urbanización de Bernabé Soria 51 Puerta 4 
Teruel, 05430",25,136,No,6
Tomates,"Paseo Angelita Ballester 282
La Rioja, 31173",68,930,No,1
Tomates,"Via Primitivo Rico 77 Apt. 18 
Almería, 34338",13,743,No,6
Tomates,"Calle Jerónimo Alarcón 64
Ávila, 43398",21,210,Sí,1
Tomates,"Cuesta de Joel Gelabert 353 Apt. 39 
Cáceres, 25124",9,531,No,5
Tomates,"C. de José Luis Luz 632
Álava, 22473",39,935,No,3
Tomates,"Plaza de Camilo Balaguer 97 Puerta 0 
Huelva, 18547",47,412,No,5
Tomates,"Vial de Edgardo Cano 24 Puerta 3 
Córdoba, 14171",37,782,Sí,6
Tomates,"Pasaje de Alejo Jáuregui 620
Álava, 33162",57,753,No,3
Tomates,"C. Rosario Ruano 21
Albacete, 28994",45,755,Sí,7
Tomates,"Cañada de Alicia Torrens 8 Piso 2 
Santa Cruz de Tenerife, 26657",7,624,No,7
Tomates,"Callejón de Morena Barragán 96 Piso 0 
Salamanca, 07717",89,888,No,4
Tomates,"Camino Nuria Jara 38
Lugo, 19403",55,397,No,5
Tomates,"Vial Jacobo Casanova 130
Álava, 52100",20,337,Sí,3
Tomates,"Callejón de Lupe Lobato 58 Puerta 8 
Madrid, 27415",75,797,No,8
Tomates,"Pasaje Débora Trillo 94 Apt. 40 
Asturias, 04681",11,869,No,4
Tomates,"Alameda Irma Esteve 40 Apt. 99 
Lleida, 42511",18,502,No,2
Tomates,"Camino Malena Priego 85 Apt. 56 
Alicante, 51880",81,115,No,3
Tomates,"Alameda Baltasar Zapata 6 Piso 6 
Las Palmas, 09672",12,344,No,1
Tomates,"Pasaje de Carla Amat 929 Puerta 6 
Ciudad, 41455",17,666,No,4
Tomates,"Vial Carmelo Carpio 9
Almería, 21000",84,443,No,5
Tomates,"Acceso Sonia Peinado 55 Piso 5 
Ourense, 05417",91,821,No,5
Tomates,"Via de Manu Nicolau 7 Piso 8 
Málaga, 35474",94,160,No,5
Tomates,"Camino Nydia Sanabria 7
Ourense, 13513",23,385,Sí,8
Tomates,"Callejón de Marisela Valle 74
Tarragona, 27634",53,500,Sí,5
Tomates,"Cuesta de Daniel Gaya 99
Ávila, 38232",22,150,No,8
Tomates,"C. de Juanita Durán 8 Piso 5 
Huelva, 11860",54,662,Sí,7
Tomates,"C. de Máxima Pablo 95
Baleares, 04949",92,842,Sí,7
Tomates,"Calle de Eva María Torre 3
Córdoba, 44583",92,839,Sí,5
Tomates,"Acceso de Nayara Lloret 48 Piso 6 
Barcelona, 26631",81,419,No,3
Tomates,"Pasaje de Graciana Mendoza 91
Baleares, 48464",25,196,No,2
Tomates,"Alameda Balduino Castañeda 4
Lleida, 39634",86,933,Sí,5
Tomates,"Acceso Maricruz Botella 14
Huesca, 04530",18,530,Sí,4
Tomates,"Pasadizo de Reynaldo Valero 7 Piso 2 
Guadalajara, 12163",51,969,Sí,2
Tomates,"Avenida de Luisa Gracia 52 Puerta 8 
Salamanca, 31274",34,641,No,5
Tomates,"Alameda de Renato Alegre 3 Apt. 88 
Toledo, 14220",30,953,Sí,4
Tomates,"C. de Óscar Arco 78 Piso 1 
Lugo, 37427",62,570,No,8
Tomates,"Camino Isabela Sacristán 93 Piso 6 
La Coruña, 04588",95,492,Sí,2
Tomates,"Pasadizo de Manu Moll 20 Puerta 9 
Huelva, 34549",27,301,No,1
Tomates,"Ronda de Emilia Tur 64 Piso 1 
Badajoz, 13622",13,812,No,2
Tomates,"Calle de Adelia Bertrán 36 Puerta 2 
Cádiz, 14544",3,164,Sí,2
Tomates,"Plaza Inocencio Vargas 33 Piso 9 
Castellón, 29936",50,465,Sí,2
Tomates,"Cuesta de Bernabé Fuertes 59 Apt. 00 
Castellón, 12982",89,525,Sí,7
Tomates,"Pasaje de Roldán Coloma 79
Huesca, 27019",89,274,Sí,8
Tomates,"Cuesta de Heraclio Bueno 33
Ávila, 48741",28,733,No,4
Tomates,"Camino de Fernanda Bastida 13 Puerta 3 
Barcelona, 01271",83,282,Sí,5
Tomates,"C. de Esther Palomino 2 Puerta 7 
Navarra, 02945",88,110,Sí,3
Tomates,"Pasaje Remigio Gras 39 Piso 1 
Zamora, 44527",37,852,No,2
Tomates,"Cuesta de Lara Linares 29
Asturias, 17721",59,502,Sí,5
Tomates,"Cuesta de Glauco Morante 6
Sevilla, 47247",93,912,Sí,5
Tomates,"Paseo de Celestino Pazos 11 Apt. 67 
Madrid, 26213",94,395,Sí,5
Tomates,"Cuesta Morena Jurado 38
Granada, 13682",65,255,Sí,3
Tomates,"Glorieta Félix Costa 828
Sevilla, 48546",27,884,Sí,7
Tomates,"Pasadizo de Antonia España 60
Guipúzcoa, 28984",31,976,Sí,7
Tomates,"Alameda de Adrián Pastor 53
Valladolid, 12061",72,587,Sí,8
Tomates,"Cuesta de Nazaret Planas 86 Piso 0 
Cuenca, 31436",14,918,Sí,1
Tomates,"Glorieta de Reyes Comas 70
Santa Cruz de Tenerife, 32546",67,585,Sí,8
Tomates,"Acceso de Dorotea Arteaga 8
Segovia, 02101",68,432,No,4
Tomates,"Ronda Esther Iborra 83 Puerta 8 
Pontevedra, 04098",50,965,Sí,8
Tomates,"Rambla de Purificación Pujol 726
Cáceres, 18923",78,585,No,2
Tomates,"Pasaje Atilio Bravo 394 Puerta 8 
Ourense, 12048",22,860,No,4
Tomates,"Urbanización Rufino Figueroa 77
Segovia, 42489",36,507,Sí,3
Tomates,"Rambla Sandra Sevillano 13
La Coruña, 50529",61,572,No,7
Tomates,"Vial Beatriz Gálvez 367 Puerta 8 
León, 07942",99,161,Sí,6
Tomates,"Avenida José Manuel 17 Apt. 06 
Málaga, 43925",49,433,Sí,7
Tomates,"Via de Lucho Morera 2 Piso 8 
Córdoba, 07157",33,859,Sí,6
Tomates,"Ronda de Ovidio Capdevila 110
Zamora, 29989",60,378,No,8
Tomates,"Cuesta Olalla Trillo 76 Apt. 61 
La Rioja, 14112",3,594,No,1
Tomates,"Cañada Lola Carlos 92
Valladolid, 26938",33,338,No,4
Tomates,"Via de Wilfredo Barceló 90
Castellón, 16221",33,480,Sí,6
Tomates,"Urbanización de Jacobo Bernal 32
Salamanca, 01388",20,648,No,6
Tomates,"Plaza de Ramiro Mosquera 87 Piso 1 
Toledo, 06713",94,699,No,6
Tomates,"Pasaje de Alexandra Ramírez 8
Ceuta, 06511",71,246,Sí,4
Tomates,"Acceso Luciano Miró 48
Ourense, 04163",31,749,No,7
Tomates,"Calle de Leire Berrocal 6 Piso 8 
Huelva, 12926",41,127,Sí,2
Tomates,"Ronda Ámbar Noguera 27 Piso 5 
La Rioja, 32655",26,271,Sí,5
Tomates,"Cañada Águeda Carreras 86
Zaragoza, 51289",22,273,No,4
Tomates,"Rambla Eligio Mascaró 6 Piso 8 
Toledo, 40378",95,551,Sí,4
Tomates,"Cuesta de Mercedes Torres 85
Zaragoza, 21347",23,890,No,8
Tomates,"Cuesta de Inés Agustí 7
Málaga, 35367",22,690,Sí,8
Tomates,"Cañada Herberto Baeza 29
Cuenca, 39491",11,993,No,2
Tomates,"Alameda de Herminia Ricart 611
Jaén, 25319",22,278,Sí,5
Tomates,"Calle Juan Carlos Riera 47
Granada, 27248",78,123,No,3
Tomates,"Cañada Jeremías Ariza 6 Apt. 29 
Castellón, 13932",22,323,Sí,8
Tomates,"Camino de Nazaret Roura 268 Piso 8 
Toledo, 47549",86,978,Sí,8
Tomates,"Calle de Chema Pardo 30
Zamora, 45865",21,116,No,2
Tomates,"Cañada Clímaco Botella 62
Valencia, 28482",8,376,No,8
Tomates,"Vial de Celestina Andrade 253 Apt. 72 
Ourense, 28536",70,655,Sí,2
Tomates,"Glorieta Moreno Llano 67
Guadalajara, 51511",12,513,No,6
Tomates,"Cañada Mar Alemán 3 Puerta 8 
Huelva, 28216",85,128,Sí,5
Tomates,"Alameda de Chuy Bayona 3
Granada, 25732",69,703,No,4
Tomates,"Pasaje de Fortunato Cerro 151 Piso 4 
Almería, 32982",12,479,No,7
Tomates,"Paseo de Sosimo García 74 Piso 1 
Santa Cruz de Tenerife, 38526",97,483,No,7
Tomates,"Via Obdulia Valle 589
Ávila, 33266",13,121,Sí,8
Tomates,"Urbanización Maristela Grande 16 Piso 8 
La Coruña, 16148",85,949,Sí,7
Tomates,"Pasadizo Victor Manuel Varela 35 Puerta 9 
Segovia, 36277",24,300,Sí,1
Tomates,"Ronda Bautista Landa 88 Piso 4 
La Rioja, 27321",10,508,Sí,5
Tomates,"Calle de Aura Águila 4 Piso 1 
Santa Cruz de Tenerife, 24991",63,567,No,3
Tomates,"C. de Osvaldo Alcalde 83 Puerta 3 
Jaén, 49527",17,493,No,4
Tomates,"Alameda de Galo Cuéllar 36 Piso 7 
Pontevedra, 50092",38,698,No,4
Tomates,"Pasadizo de Yago Macias 282
La Rioja, 31652",100,125,No,1
Tomates,"Cañada de Bibiana Gibert 422 Apt. 76 
Lleida, 19283",88,836,Sí,5
Tomates,"Acceso Custodia Bermejo 48 Apt. 65 
Vizcaya, 13981",47,354,No,1
Tomates,"Camino de Guadalupe Barragán 63
Tarragona, 50403",68,492,No,8
Tomates,"Avenida de Ainara Marí 37
Castellón, 37420",35,804,No,5
Tomates,"Rambla Amado Villanueva 21 Puerta 7 
Sevilla, 50649",35,371,No,6
Tomates,"C. Amalia Uría 47
Lleida, 41060",5,185,No,2
Tomates,"Camino Serafina Antón 13
Baleares, 24876",39,818,No,4
Tomates,"C. Aránzazu Fabregat 86
La Rioja, 47598",55,585,Sí,4
Tomates,"Plaza de Olegario Villalba 1
Ourense, 06513",41,966,No,1
Tomates,"Pasadizo de Edu Velasco 32
Álava, 44079",25,463,Sí,4
Tomates,"Alameda de Ruth Plana 13 Puerta 9 
Cáceres, 39389",59,409,Sí,8
Tomates,"Glorieta de Balduino Alcalde 42 Puerta 6 
Huesca, 22652",8,773,No,3
Tomates,"C. Ramón Castañeda 74 Puerta 0 
Ourense, 08258",29,588,Sí,8
Tomates,"Rambla Ignacia Pedro 68
Barcelona, 13152",90,768,No,5
Tomates,"Vial Alcides Escrivá 81 Apt. 14 
Sevilla, 19251",95,594,Sí,3
Tomates,"Pasadizo Eduardo Clemente 8
Cuenca, 02456",52,740,No,7
Tomates,"Paseo Hector Berrocal 62
Granada, 17902",8,334,Sí,3
Tomates,"Cañada Morena Sanjuan 6
Granada, 42400",77,802,No,7
Tomates,"Avenida Olimpia Azcona 59 Puerta 8 
Valladolid, 41389",45,533,No,7
Tomates,"Glorieta Salvador Conde 905
Santa Cruz de Tenerife, 36392",63,584,No,1
Tomates,"Ronda Amada Español 18 Piso 0 
Almería, 09311",34,472,Sí,2
Tomates,"C. de Dani Somoza 4 Puerta 7 
Las Palmas, 43622",8,384,No,1
Tomates,"Glorieta de Olimpia Luján 276
La Coruña, 13980",93,563,Sí,3
Tomates,"Calle de Mario Llobet 455 Apt. 89 
Toledo, 11052",27,499,Sí,7
Tomates,"Vial de Tomás García 244
La Rioja, 10554",19,862,Sí,5
Tomates,"Alameda de Delfina Morata 65
Tarragona, 12415",20,335,No,2
Tomates,"Camino Pepe Castejón 8
Vizcaya, 01081",55,921,No,4
Tomates,"Callejón de Sofía Carbajo 47 Apt. 31 
Murcia, 35608",1,997,Sí,3
Tomates,"Urbanización Lourdes Campillo 71 Apt. 10 
Ceuta, 21675",30,149,No,4
Tomates,"Cañada María Pilar Fuster 8
Girona, 22786",76,329,No,4
Tomates,"Rambla de Sabina Contreras 940 Piso 4 
Palencia, 08537",61,722,Sí,6
Tomates,"Rambla de Dora Cánovas 52
Zaragoza, 21712",100,753,No,3
Tomates,"Cuesta de Selena Bosch 81 Apt. 77 
Murcia, 47884",77,462,No,4
Tomates,"Rambla Ambrosio Carranza 639
Córdoba, 43395",95,410,No,4
Tomates,"Glorieta Albino Pedraza 35
Ourense, 09334",98,898,No,2
Tomates,"Calle Serafina Huguet 6
Cádiz, 50166",15,362,Sí,5
Tomates,"Paseo de Atilio Cánovas 420
Zamora, 11274",88,445,Sí,2
Tomates,"Glorieta de Sergio Mas 3
Málaga, 22722",2,412,Sí,2
Tomates,"Ronda de Abigaíl Jimenez 53 Puerta 9 
La Coruña, 21935",99,645,Sí,1
Tomates,"Paseo Constanza Peiró 62
Toledo, 14889",91,591,Sí,8
Tomates,"Vial Berto Garzón 62
Granada, 06890",14,683,Sí,4
Tomates,"Calle de Arcelia Verdejo 49 Puerta 4 
Pontevedra, 02867",41,324,No,2
Tomates,"Via Nidia Almagro 819
La Rioja, 19175",88,474,No,3
Tomates,"Avenida de Lucio Zapata 701 Piso 6 
Valencia, 08361",99,581,No,3
Tomates,"Rambla Pastora Leiva 72
Lugo, 35430",47,385,No,3
Tomates,"Callejón de Elodia Marco 94 Apt. 69 
Santa Cruz de Tenerife, 48161",34,942,Sí,1
Tomates,"Camino de Gabino Olivera 68
Almería, 50547",58,895,Sí,1
Tomates,"Paseo Martina Agustí 73 Puerta 7 
Guadalajara, 08476",18,443,No,4
Tomates,"Vial de Lope Marco 7
Jaén, 31134",49,616,No,2
Tomates,"Vial Leopoldo Criado 80 Piso 3 
Las Palmas, 22025",9,425,No,4
Tomates,"Calle Isa Taboada 71
Granada, 01986",58,967,No,1
Tomates,"Rambla Faustino Rios 375
Santa Cruz de Tenerife, 35033",64,523,Sí,5
Tomates,"Paseo de Socorro Morante 32 Piso 4 
Guipúzcoa, 20223",12,503,Sí,6
Tomates,"Pasadizo de Patricia Alcaraz 61
Tarragona, 28387",81,554,No,7
Tomates,"Urbanización de Leopoldo Garrido 52
Pontevedra, 20101",79,898,Sí,2
Tomates,"Cañada Sosimo Cases 71 Apt. 30 
Zamora, 49589",75,225,Sí,4
Tomates,"Vial Florencia Campos 13 Apt. 13 
Burgos, 41630",88,447,No,8
Tomates,"Via de Gisela Anaya 80
Las Palmas, 20896",38,259,No,1
Tomates,"Vial de María Ángeles Garay 4 Apt. 12 
Asturias, 40667",14,719,No,1
Tomates,"Alameda de Hortensia Abad 844
Zamora, 31464",75,558,No,7
Tomates,"Vial de Liliana Mayol 88 Piso 7 
Ávila, 14389",40,685,Sí,1
Tomates,"Calle de Pánfilo Mariño 39 Apt. 05 
Teruel, 08243",26,615,Sí,4
Tomates,"Via de Carmelo Bayona 4
Cádiz, 06619",7,543,No,3
Tomates,"Urbanización Noelia Clavero 27 Puerta 8 
Alicante, 45337",17,522,No,6
Tomates,"Callejón Azahar Revilla 385 Piso 1 
Asturias, 17022",83,673,Sí,1
Tomates,"Cañada Vanesa Lobo 6
Córdoba, 13784",33,208,No,6
Tomates,"Avenida Nacho Porta 35 Puerta 9 
Baleares, 12190",36,357,Sí,7
Tomates,"Paseo de Salvador Avilés 54
Palencia, 44076",26,367,Sí,4
Tomates,"Ronda de Luciana Méndez 87 Apt. 78 
Ceuta, 20405",28,147,Sí,2
Tomates,"Rambla Dan Alemán 645 Apt. 07 
Burgos, 51629",66,744,No,3
Tomates,"Pasadizo Paco Barbero 9
Ceuta, 09373",63,992,Sí,7
Tomates,"Avenida Fabiana Santos 30 Puerta 9 
Guipúzcoa, 18519",93,885,No,3
Tomates,"Pasaje Hugo Benito 66
Valencia, 50743",23,996,No,6
Tomates,"Acceso Plinio Moliner 3 Apt. 68 
Guipúzcoa, 50025",32,726,Sí,4
Tomates,"Plaza de Natalio Torrent 83 Apt. 96 
Barcelona, 27403",60,162,Sí,8
Tomates,"Glorieta de Ramiro Bosch 12
Tarragona, 12300",88,684,No,8
Tomates,"Rambla Ciro Antón 65
Huelva, 44373",51,897,No,5
Tomates,"C. de Carmen Alegria 59 Puerta 3 
Zamora, 08989",89,718,Sí,3
Tomates,"Urbanización de Florentina Mosquera 7
Ávila, 45437",1,274,No,7
Tomates,"Alameda Marcio Abril 88
La Coruña, 36329",13,577,No,7
Tomates,"Acceso Narciso Vila 826 Apt. 40 
Huelva, 43018",78,222,No,2
Tomates,"Ronda de Amado Casado 15 Piso 8 
Granada, 41312",15,231,Sí,8
Tomates,"Cuesta de Amador Cervera 35 Puerta 9 
Teruel, 19703",1,310,Sí,4
Tomates,"Paseo de Ester Carbajo 50 Puerta 0 
Girona, 08333",60,783,No,4
Tomates,"C. Eusebio Conde 228 Piso 3 
Ávila, 32152",77,307,Sí,1
Tomates,"Avenida Patricia Benavente 6
Palencia, 25005",45,325,No,6
Tomates,"Cañada de Ciro Portero 71
Cuenca, 45699",100,597,Sí,4
Tomates,"Alameda de Alcides Fuente 111 Apt. 83 
Ávila, 16554",5,941,No,2
Tomates,"Camino de Jaime Farré 47
Teruel, 14210",3,444,Sí,1
Tomates,"Rambla de Teresa Enríquez 85 Puerta 5 
Guipúzcoa, 46680",57,984,Sí,6
Tomates,"Cuesta de Gustavo Prat 236 Apt. 89 
Huelva, 51028",81,130,No,4
Tomates,"Acceso de Herminio Hierro 9
Salamanca, 33183",14,370,No,8
Tomates,"Cuesta Dafne Gracia 32
Barcelona, 27674",44,271,No,1
Tomates,"Paseo Curro Mas 3
Valladolid, 47343",51,363,Sí,4
Tomates,"Pasaje Eva Osuna 1
Ceuta, 20947",76,188,Sí,5
Tomates,"Glorieta de Hortensia Becerra 4
Valencia, 45382",31,325,No,3
Tomates,"Cañada María Pilar Camino 40 Piso 8 
Badajoz, 16206",92,865,No,6
Tomates,"Vial de Josefina Alcántara 19 Puerta 8 
Melilla, 10644",29,508,No,4
Tomates,"Calle de Baudelio Hurtado 19 Piso 8 
Murcia, 26893",25,839,Sí,4
